Site,Plant,Year,Treatment,Obs,Rep,FTime,EBal?,A,gs,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,
S32,309,2010,W,7,1,4694.000002,0,1.349282375,0.348714526,88.55503083,5.052125084,1.598458623,27.32336044,6,1.420000017,1,2.840000033,27.05970383,27.32336044,26.9805603,99.99766541,97.78358459,14.3213129,20.26669884,40.60307312,57.05244827,499.5203247,1199.543945,0.270287424,101.113739,13.41660118,0.712935388,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832533875,0.005052125,300.4733604,300.2097038,191.927027,-0.400927988,3.64770032,36.0752194,15.80852057,27.19153214,3.619620449,0.310579466,2.049241697,1.570378752,0.197212415,8.954130276,0.905622669,59.83987322,97.14220037,0.008311618,
S32,309,2010,W,8,1,4784.000002,0,1.385879533,0.354060497,88.38780637,5.080394618,1.585774559,27.29451561,6,1.420000017,1,2.840000033,27.05434036,27.29451561,26.97710991,99.94392395,97.68308258,14.35282516,20.33133507,40.70602036,57.25291443,499.4993896,1199.898682,0.26698485,101.1131592,13.38694572,0.7103948,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832498983,0.005080395,300.4445156,300.2043404,191.9837848,-0.411753697,3.641540078,36.01450205,15.68316698,27.17442799,3.615991072,0.314813014,2.055765519,1.560225553,0.199944172,8.937170335,0.904842518,60.15786911,97.02430182,0.008592853,
S32,309,2010,W,9,1,4879.500002,0,-0.84038448,0.3667277,52.28024683,5.199510962,1.573088341,27.27989578,6,1.420000017,1,2.840000033,27.0573349,27.27989578,26.98161697,48.78995514,49.4902916,14.30780029,20.42558289,40.50426483,57.5086441,499.5249023,1199.427612,0.477219611,101.1150055,12.47201729,0.707892358,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832541504,0.005199511,300.4298958,300.2073349,191.9084137,-0.472261199,3.638421267,35.98300024,15.55741735,27.16861534,3.614758394,0.324787998,2.065332926,1.549425468,0.206385378,5.286317445,1.056373788,60.5977147,49.88977013,-0.010207579,
S32,309,2010,W,10,1,4969.000002,0,-0.800794464,0.368048034,53.07593749,5.207604792,1.570293874,27.32623482,6,1.420000017,1,2.840000033,27.07383537,27.32623482,26.97710991,49.86512375,50.5110321,14.42535686,20.55178833,40.87006378,57.80614853,499.5318298,1199.385742,0.364452958,101.1114349,12.51843834,0.707034051,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83255305,0.005207605,300.4762348,300.2238354,191.9017145,-0.480649204,3.648314683,36.08211757,15.53032924,27.2000351,3.621425899,0.325823182,2.078020809,1.54340509,0.207054212,5.3665842,1.050779113,60.78596808,50.89169144,-0.009564836,
S32,309,2010,W,11,1,5119.000002,0,13.14524672,0.381535948,311.5146571,5.259876234,1.536539534,27.21842003,6,1.420000017,1,2.840000033,27.06360435,27.21842003,26.979496,399.7051392,381.5038452,14.47007179,20.65799332,41.02309799,58.14090347,499.4779968,1199.50647,0.360564917,101.1130524,17.72296715,0.711104333,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832463328,0.005259876,300.36842,300.2136044,191.9210309,-0.494249557,3.625332294,35.8542464,15.19625308,27.14101219,3.608909645,0.336349527,2.08879276,1.520116885,0.213859353,31.49819783,0.816543951,61.54972381,375.2552245,0.02156096,
S32,309,2010,W,12,1,5209.500002,0,13.53315131,0.394786629,311.3991368,5.391168648,1.528158822,27.22961998,6,1.420000017,1,2.840000033,27.08163071,27.22961998,26.97926521,399.9673462,381.2424927,14.42347622,20.76486206,40.77693558,58.37833023,499.501709,1198.956177,0.091482788,101.1109543,17.73966026,0.710858285,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832502848,0.005391169,300.37962,300.2316307,191.832984,-0.562729472,3.62771384,35.87854418,15.11368212,27.15562534,3.612004952,0.34660525,2.099555019,1.512449934,0.220496639,31.48586388,0.816800705,61.93852016,374.8094807,0.022363985,
S32,309,2010,W,13,1,5330.000002,0,18.64686356,0.399256398,477.6503058,5.365164443,1.505851592,27.16971779,6,1.420000017,1,2.840000033,27.07427025,27.16971779,26.97933006,600.1355591,574.0387573,14.54994106,20.85983276,41.22819901,58.67152405,499.5250244,1199.716675,0.350277126,101.1101379,19.49417686,0.716937006,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832541707,0.005365164,300.3197178,300.2242702,191.9546637,-0.540545542,3.61499216,35.75301383,14.89318106,27.12199402,3.604884749,0.350045823,2.109140568,1.495744181,0.222724876,48.2952883,0.832087206,62.41465888,565.1749314,0.02059252,
S32,309,2010,W,14,1,5420.000002,0,18.76087655,0.404570817,477.1920411,5.369422127,1.489778078,27.10670853,6,1.420000017,1,2.840000033,27.06225777,27.10670853,26.97881699,599.1768799,572.9477539,14.57217026,20.88677025,41.32041931,58.78872681,499.5349426,1199.73645,0.165650561,101.1106339,19.53561974,0.715851724,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832558238,0.005369422,300.2567085,300.2122578,191.9578277,-0.535742639,3.601652657,35.6209087,14.73413845,27.08448315,3.596957649,0.354124223,2.111874579,1.48508307,0.225367217,48.24918974,0.832871824,62.74127391,564.0297317,0.020869136,
S32,309,2010,W,15,1,5549.500002,0,21.48201643,0.416943514,658.5989879,5.483558499,1.48187857,27.09812164,6,1.420000017,1,2.840000033,27.07474899,27.09812164,26.97597313,799.1624146,768.2982178,14.49843884,20.94717407,41.00830841,58.91467285,499.5112915,1199.170532,0.324185312,101.1095581,20.54611778,0.714791238,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832518819,0.005483558,300.2481216,300.224749,191.8672809,-0.593375085,3.599838084,35.60334108,14.65616701,27.08643532,3.597369822,0.363567737,2.117959514,1.479410308,0.231489807,66.59065263,0.857217904,63.06020309,758.086696,0.017869464,
S32,309,2010,W,16,1,5639.000002,0,21.30827727,0.409676129,657.8609865,5.39013705,1.479213589,27.07819939,6,1.420000017,1,2.840000033,27.06794739,27.07819939,26.97731209,798.7935791,768.2244873,14.59281158,20.93183899,41.36578751,58.89632416,499.5067444,1199.793335,0.297361076,101.1099701,20.55594444,0.714980066,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832511241,0.005390137,300.2281994,300.2179474,191.9669293,-0.541736326,3.595631203,35.56158903,14.62975004,27.07307339,3.594549466,0.358029589,2.116417614,1.478131852,0.227898491,66.51630467,0.856339517,63.002022,758.0955528,0.017708382,
S32,309,2010,W,17,1,5742.000002,0,22.03960447,0.408999343,848.7884849,5.365941883,1.474835349,27.0413456,6,1.420000017,1,2.840000033,27.06255913,27.0413456,26.97872353,999.7539063,967.0476074,14.58691025,20.89761925,41.36229706,58.81993866,499.5134277,1199.577393,0.122347847,101.1131897,21.22055626,0.718598306,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83252238,0.005365942,300.1913456,300.2125591,191.9323785,-0.525232227,3.587860288,35.48360307,14.58598382,27.05195236,3.590095305,0.35751258,2.113024939,1.477070366,0.227563332,85.82371108,0.877711168,63.02606771,956.571035,0.014521343,
S32,309,2010,W,18,1,5832.500002,0,22.39731494,0.413049701,846.8101055,5.442703735,1.483027691,27.0910778,6,1.420000017,1,2.840000033,27.08147621,27.0910778,26.97692871,999.0800781,965.861145,14.51902199,20.92016029,41.05102539,58.81846237,499.4900513,1198.96582,0.227520391,101.1140671,21.10007286,0.718760431,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832483419,0.005442704,300.2410778,300.2314762,191.834527,-0.570586702,3.598350182,35.58703834,14.66687805,27.08627701,3.597336395,0.360603514,2.115322491,1.482013904,0.229567346,85.62441381,0.876741041,62.97282864,955.2145342,0.014765503,
S32,309,2010,D,1,1,6039.500002,0,7.546591336,0.27519074,331.5735563,4.31214199,1.689523012,27.39707947,6,1.420000017,1,2.840000033,27.04796028,27.39707947,26.98048592,399.9501038,388.8716125,14.44359684,19.52188873,40.6936264,54.99760437,499.5334167,1198.864868,0.302178413,101.1153412,17.60471153,0.72604841,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832555695,0.004312142,300.5470795,300.1979603,191.8183746,-0.028625361,3.663485452,36.23075795,16.70886922,27.22251987,3.626203922,0.250880851,1.97396244,1.652241483,0.158817295,33.52717328,0.852655595,56.75042774,385.2843245,0.011115746,
S32,309,2010,D,2,1,6128.000002,0,7.89387892,0.25841891,325.727478,4.140462212,1.718044146,27.51220322,6,1.420000017,1,2.840000033,27.07040787,27.51220322,26.97924614,399.6878967,388.2753906,14.60866642,19.48497391,41.33676529,54.82070923,499.5319214,1200.189941,0.326583683,101.1144028,17.61670494,0.721827447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832553202,0.004140462,300.6622032,300.2204079,192.0303863,0.050449368,3.688255645,36.47606616,16.99109225,27.29130554,3.640855083,0.236865875,1.9702115,1.670643583,0.149837612,32.93573941,0.838908378,56.07451752,384.5230186,0.011511546,
S32,309,2010,D,3,1,6217.000002,0,5.852501213,0.249707815,243.0766778,4.070151227,1.742720101,27.6025486,6,1.420000017,1,2.840000033,27.0825882,27.6025486,26.9767952,299.3387451,290.8866577,14.64046001,19.43445206,41.39122772,54.63904572,499.5064697,1200.64502,0.251936615,101.1130447,16.3749752,0.726611078,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832510783,0.004070151,300.7525486,300.2325882,192.1031988,0.07708622,3.707796721,36.66981576,17.2353637,27.3425684,3.651807506,0.229526621,1.96507662,1.686730885,0.145140345,24.57822299,0.835640519,55.55021314,288.1046589,0.011284361,
S32,309,2010,D,4,1,6307.500002,0,5.950879404,0.248117636,242.8542356,4.043131851,1.741492214,27.55671692,6,1.420000017,1,2.840000033,27.05420303,27.55671692,26.97759819,300.1519165,291.587738,14.58612442,19.34868431,41.24684143,54.48680115,499.5090027,1201.098755,0.249373719,101.1117935,16.46860313,0.723809183,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832515004,0.004043132,300.7067169,300.204203,192.1757965,0.094449145,3.697872387,36.57211744,17.22343313,27.30545998,3.64387634,0.228182397,1.956380173,1.687496167,0.144280397,24.55542733,0.832868478,55.44359275,288.758975,0.011426074,
S32,309,2010,D,5,1,6397.500002,0,3.432476893,0.249057043,165.6996427,4.061310238,1.743148748,27.57907486,6,1.420000017,1,2.840000033,27.06124115,27.57907486,26.98059082,199.5292511,194.4576721,14.59677887,19.38052368,41.25971222,54.55176544,499.5166016,1200.750366,0.144282103,101.1098633,14.99648094,0.724331796,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832527669,0.00406131,300.7290749,300.2112411,192.1200543,0.082199973,3.702710848,36.62066912,17.24014543,27.320158,3.647015943,0.228976672,1.9595621,1.687453843,0.144788509,16.75386822,0.852111624,55.47119259,192.826037,0.009874371,
S32,309,2010,D,6,1,6486.000002,0,3.446180824,0.250738792,166.2802198,4.087785677,1.743469793,27.6375618,6,1.420000017,1,2.840000033,27.08696556,27.6375618,26.97914314,200.0982513,195.0013885,14.68850136,19.5028019,41.51480484,54.81150055,499.5195923,1200.247925,0.275041759,101.1097946,15.01532555,0.724665582,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832532654,0.004087786,300.7875618,300.2369656,192.0396637,0.062909245,3.715394087,36.74613425,17.24333236,27.36226368,3.656023086,0.230397396,1.971924294,1.684098792,0.145697473,16.81255887,0.852713004,55.63352437,193.3632392,0.009915183,
S32,309,2010,D,7,1,6576.500002,0,0.772924609,0.261217092,90.50039301,4.20558576,1.727576836,27.62064743,6,1.420000017,1,2.840000033,27.08520889,27.62064743,26.97725487,99.65446472,98.22982788,14.67056656,19.62307167,41.41567612,55.15732574,499.5119629,1200.678345,0.233039528,101.1128845,13.28619957,0.723923624,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832519938,0.004205586,300.7706474,300.2352089,192.1085309,0.004498361,3.711722216,36.70869675,17.08562508,27.35292816,3.654024381,0.239214644,1.98414538,1.669879002,0.151341617,9.150755787,0.921312752,56.14128161,97.86241654,0.00443408,
S32,309,2010,D,8,1,6666.500002,0,0.759584375,0.268908458,91.25756602,4.270830037,1.708460898,27.58210373,6,1.420000017,1,2.840000033,27.08195877,27.58210373,26.97912216,100.1724243,98.75344849,14.70014286,19.72886086,41.51097488,55.46735382,499.5195313,1200.464233,0.192514837,101.1161194,13.34374809,0.725216806,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832532552,0.00427083,300.7321037,300.2319588,192.0742731,-0.024986206,3.703366747,36.62488997,16.89602912,27.33203125,3.649553876,0.245648925,1.99490585,1.654648026,0.155463584,9.227610941,0.92409498,56.63578412,98.39237845,0.004372255,
S32,309,2010,D,9,1,6760.000002,0,-0.599990938,0.273021864,51.84035062,4.317167598,1.703031473,27.63082504,6,1.420000017,1,2.840000033,27.10794449,27.63082504,26.97972679,48.95675278,49.4211731,14.80402088,19.88665962,41.80525208,55.82662201,499.5019836,1200.065674,0.267453104,101.1180267,12.37417412,0.726136148,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832503306,0.004317168,300.780825,300.2579445,192.0105035,-0.053024056,3.713931253,36.72867611,16.84201649,27.36938477,3.657548329,0.249076983,2.010899779,1.64664855,0.157660796,5.24199396,1.048950225,56.94771488,49.70638005,-0.006873989,
S32,309,2010,D,10,1,6850.500002,0,-0.587876989,0.284404864,52.03850906,4.451404605,1.69175691,27.63271523,6,1.420000017,1,2.840000033,27.11762428,27.63271523,26.97387886,49.39290619,49.8325882,14.76245213,20.00229263,41.60685349,56.12005615,499.5227966,1200.356934,0.377788097,101.1176453,12.34433556,0.725705087,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832537994,0.004451405,300.7827152,300.2676243,192.0571051,-0.121282833,3.714341641,36.73287319,16.73058056,27.37516975,3.658787806,0.258516374,2.022584731,1.636203076,0.163714963,5.2620115,1.044266633,57.39062626,50.11203676,-0.00673264,
S32,309,2010,D,11,1,7000.000002,0,8.154388072,0.29464899,330.4657886,4.475271048,1.647224952,27.48358154,6,1.420000017,1,2.840000033,27.1007309,27.48358154,26.97902298,400.0686646,388.1872253,14.85656548,20.123909,41.97853851,56.51622009,499.5168152,1200.387329,0.206326678,101.116478,17.48142052,0.726416528,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832528025,0.004475271,300.6335815,300.2507309,192.0619684,-0.115371858,3.682083753,36.41428011,16.29037112,27.29215622,3.641036598,0.266952739,2.034858801,1.606177797,0.169130779,33.41553663,0.851305161,58.28976297,384.3110198,0.012368038,
S32,309,2010,D,12,1,7090.000002,0,8.371953793,0.300250553,329.8502284,4.531368788,1.639648263,27.49157143,6,1.420000017,1,2.840000033,27.1138649,27.49157143,26.97668457,400.1206055,387.9529419,14.88228798,20.21516609,42.02317047,56.73108673,499.5163574,1200.313354,0.188882425,101.1199951,17.59052086,0.730181634,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832527262,0.004531369,300.6415714,300.2638649,192.0501324,-0.14401478,3.68380576,36.4300429,16.21487681,27.30271816,3.64329093,0.271542527,2.044157497,1.599133434,0.172079213,33.35445349,0.850232574,58.57276853,383.973316,0.012770901,
S32,309,2010,D,13,1,7211.000002,0,11.71909155,0.299273804,499.8881734,4.486352584,1.628310197,27.42780113,6,1.420000017,1,2.840000033,27.10278893,27.42780113,26.97809219,599.5600586,582.3447876,14.91104984,20.19125748,42.12879562,56.70370102,499.4993896,1200.779541,0.258243322,101.1215439,19.33380699,0.73196882,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832498983,0.004486353,300.5778011,300.2527889,192.1247223,-0.112417012,3.670081326,36.29376278,16.1025053,27.26529503,3.635308851,0.270743381,2.041771129,1.593537722,0.17156575,50.54946386,0.858405852,58.69594385,576.7740927,0.011926041,
S32,309,2010,D,14,1,7300.000002,0,11.81297251,0.292936957,497.866655,4.428560376,1.638820894,27.45090675,6,1.420000017,1,2.840000033,27.11118126,27.45090675,26.97949409,599.5912476,582.3043823,14.9238081,20.13612938,42.14146805,56.52189636,499.5148315,1200.385132,0.340809733,101.1231079,19.29089928,0.73388952,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524719,0.00442856,300.6009068,300.2611813,192.0616168,-0.0851029,3.675048878,36.34232525,16.20619587,27.28104401,3.63866613,0.265546664,2.036227984,1.602438146,0.168227809,50.34582348,0.854993832,58.40168937,576.6890609,0.011963077,
S32,309,2010,D,15,1,7437.500002,0,13.59421836,0.28000379,675.4349308,4.332957465,1.670449527,27.53702545,6,1.420000017,1,2.840000033,27.12524033,27.53702545,26.97533798,799.5863647,779.2011108,14.90722942,20.00792503,41.99079132,56.11452103,499.4923401,1200.481079,0.246623456,101.1182327,20.45636559,0.7376737,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832487233,0.004332957,300.6870255,300.2752403,192.0769684,-0.045105868,3.693615546,36.52769087,16.51976584,27.33113289,3.649361795,0.254874936,2.02316602,1.626195775,0.16137875,68.29878652,0.866830041,57.63586955,772.7390705,0.010139446,
S32,309,2010,D,16,1,7527.500002,0,13.59235903,0.262275759,670.0896708,4.143177319,1.695680546,27.55934906,6,1.420000017,1,2.840000033,27.11604881,27.55934906,26.97741318,799.5368652,779.3317261,14.92822933,19.80630493,42.06458664,55.57926941,499.5145569,1200.766968,0.207257271,101.1173553,20.41913414,0.737891138,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832524261,0.004143177,300.7093491,300.2660488,192.1227105,0.049886513,3.69844172,36.57573625,16.76943132,27.33769894,3.6507659,0.240102174,2.002761174,1.648004726,0.15191003,67.75769535,0.859825987,56.81009072,772.8705696,0.009991106,
S32,309,2010,D,17,1,7626.000002,0,14.32848904,0.239487716,850.1053282,3.921420579,1.744587862,27.70520592,6,1.420000017,1,2.840000033,27.14042854,27.70520592,26.97867775,1000.246094,978.427002,15.01823139,19.63591957,42.30417252,55.02190781,499.5252686,1199.844482,0.243401214,101.1168594,20.88721275,0.735783517,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832542114,0.003921421,300.8552059,300.2904285,191.9751129,0.146733563,3.730110381,36.88910437,17.2531848,27.42281723,3.669010589,0.220863071,1.985522519,1.68348807,0.139600043,85.95998098,0.868849006,55.61235849,971.6159245,0.008201194,
S32,309,2010,D,18,1,7715.000002,0,14.42798959,0.222561846,840.3872763,3.773265715,1.796201797,27.88919258,6,1.420000017,1,2.840000033,27.1749649,27.88919258,26.97583008,999.1400757,977.3790283,15.07928944,19.52329445,42.38152313,54.59672165,499.4952698,1199.455322,0.183933273,101.1198883,20.88739586,0.744339883,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832492116,0.003773266,301.0391926,300.3249649,191.9128473,0.202315791,3.770395151,37.28638564,17.76309119,27.53207874,3.692546855,0.206387879,1.974193354,1.718353501,0.130354178,84.97986752,0.859837639,54.53089682,970.5206531,0.008106692,
S32,334,2016,W,1,1,7991.500002,0,11.2390453,0.876862302,350.9956657,7.338314548,1.075261839,26.56489754,6,1.420000017,1,2.840000033,27.17518044,26.56489754,26.97756004,400.0170288,383.1395569,15.26192188,23.86624718,42.98624802,66.74080658,499.5052795,1199.907837,0.237392291,101.1238785,17.39099693,0.701941431,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832508799,0.007338315,299.7148975,300.3251804,191.9852496,-1.472193968,3.488709318,34.49936228,10.6331151,26.87003899,3.551931054,0.669997633,2.413447479,1.138483575,0.433447924,35.49404305,0.916103961,75.74206339,377.797053,0.022532428,
S32,334,2016,W,2,1,8081.000002,0,11.22001299,0.826163145,349.5550437,7.119671487,1.092156445,26.59892845,6,1.420000017,1,2.840000033,27.18123245,26.59892845,26.97414017,399.7585144,383.0053101,15.41945362,23.76843452,43.50580215,66.44663239,499.4943542,1200.44519,0.258703738,101.1238098,17.36804771,0.705241144,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83249059,0.007119671,299.7489285,300.3312325,192.0712262,-1.360959665,3.495711097,34.56862537,10.80019084,26.89008045,3.55611819,0.639988796,2.403554652,1.152563537,0.413384078,35.34833776,0.912663701,75.07058842,377.6718532,0.022302244,
S32,334,2016,W,3,1,8171.000002,0,8.338733133,0.771234815,260.4657189,7.483425782,1.212329306,26.4804306,6,1.420000017,1,2.840000033,27.1726532,26.4804306,26.9749279,299.6219177,287.0259094,13.55167007,22.3395443,38.32246399,62.48508072,499.5234985,1200.047852,0.301059961,101.1235504,16.18250084,0.706177652,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832539164,0.007483426,299.6304306,300.3226532,192.007652,-1.536528324,3.47138334,34.32813944,11.98859515,26.8265419,3.54285829,0.606525743,2.259054034,1.283804256,0.391084906,26.33921826,0.907464136,71.73405145,283.0620751,0.021132153,
S32,334,2016,W,4,1,8261.500002,0,8.433325785,0.731110557,259.2180785,7.436277674,1.256613563,26.61204147,6,1.420000017,1,2.840000033,27.19034576,26.61204147,26.9760437,299.862915,287.1681213,13.43495083,22.16908455,37.8445816,61.93963242,499.5175781,1199.626465,0.15786323,101.1227493,16.18784142,0.704958856,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832529297,0.007436278,299.7620415,300.3403458,191.9402301,-1.528073952,3.498412343,34.59570043,12.42661589,26.90119362,3.558441849,0.581430889,2.24179878,1.31664307,0.374413219,26.21284477,0.902670106,70.59979115,283.1593222,0.021026715,
S32,334,2016,W,5,1,8351.000002,0,4.876896253,0.696148628,174.544313,7.277488391,1.278806046,26.69221878,6,1.420000017,1,2.840000033,27.2046566,26.69221878,26.9745903,199.3477173,191.8127289,13.56519222,22.11369896,38.27429581,61.73239899,499.4946899,1199.806152,0.207265809,101.1211319,14.787817,0.703072488,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83249115,0.007277488,299.8422188,300.3546566,191.9689801,-1.453826462,3.514968315,34.75997795,12.64627899,26.94843769,3.568334946,0.559100399,2.236162269,1.332172677,0.359614678,17.6501185,0.909972524,69.92538632,189.494486,0.017996242,
S32,334,2016,W,6,1,8441.000002,0,4.837981217,0.676751852,174.9173039,7.185382254,1.291735486,26.70923042,6,1.420000017,1,2.840000033,27.19842339,26.70923042,26.97568512,199.9185028,192.4462891,13.57966805,22.02047539,38.32452011,61.49573135,499.5131226,1199.880493,0.127742872,101.121994,14.88106346,0.705241144,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832521871,0.007185382,299.8592304,300.3484234,191.9808746,-1.40883889,3.518489867,34.79450639,12.774031,26.9538269,3.569464993,0.546520012,2.22675438,1.342710612,0.351292736,17.68798656,0.908914923,69.48525505,190.1465445,0.017679436,
S32,334,2016,W,7,1,8531.500002,0,1.101543466,0.667218511,92.34924195,7.166662078,1.303337823,26.70714378,6,1.420000017,1,2.840000033,27.18597412,26.70714378,26.97928619,99.64375305,97.4814682,13.48136234,21.90115547,37.97446442,61.20972443,499.5161133,1200.809692,0.225718394,101.1234283,13.17767143,0.706284463,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832526855,0.007166662,299.8571438,300.3359741,192.1295465,-1.398759351,3.518057749,34.7897397,12.88858422,26.94655895,3.567941073,0.540285862,2.214719926,1.353221147,0.347172875,9.338671951,0.947351775,69.12566151,96.95784719,0.007853405,
S32,334,2016,W,8,1,8621.000002,0,1.089959243,0.638327879,92.19829481,6.969188203,1.31395543,26.69748306,6,1.420000017,1,2.840000033,27.18034744,26.69748306,26.9743557,99.55587769,97.43115997,13.58825684,21.77666855,38.37653351,60.87837219,499.541748,1200.464355,0.293947071,101.1220932,13.18708611,0.705679834,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83256958,0.006969188,299.8474831,300.3303474,192.0742926,-1.29594848,3.516057737,34.77042084,12.99375229,26.93891525,3.56633898,0.521184674,2.202102307,1.364236673,0.334566412,9.323284561,0.946291667,68.60008787,96.91304555,0.007715298,
S32,334,2016,W,9,1,8714.000002,0,-0.91721967,0.624010656,51.41477972,6.907333117,1.326673854,26.72868538,6,1.420000017,1,2.840000033,27.18463135,26.72868538,26.97574043,48.9947052,49.68421936,13.59830856,21.71504021,38.39157104,60.69026566,499.5119019,1200.313965,0.296276152,101.1210251,12.29154015,0.707652032,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832519836,0.006907333,299.8786854,300.3346313,192.0502301,-1.267630852,3.52252098,34.83470403,13.11966382,26.95665836,3.570058838,0.511600697,2.195847125,1.374211712,0.328250577,5.19911523,1.034831188,68.22348465,50.12022166,-0.012485165,
S32,334,2016,W,10,1,8804.500002,0,-0.866852758,0.622314731,51.6754894,6.953480521,1.33847288,26.77189445,6,1.420000017,1,2.840000033,27.19462585,26.77189445,26.97820473,49.48645401,50.10915375,13.5161047,21.68714142,38.04198837,60.57626343,499.5213928,1200.139404,0.181841388,101.1205444,12.31851387,0.706831872,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832535655,0.006953481,299.9218945,300.3446259,192.0223004,-1.296493906,3.531488428,34.92355038,13.23640896,26.98326015,3.575642271,0.510460191,2.193015547,1.382626723,0.327499403,5.225453622,1.031258473,68.00561455,50.52121403,-0.011668535,
S32,334,2016,W,11,1,8954.000002,0,10.53576817,0.607371692,343.2709933,6.852592537,1.345590247,26.81838989,6,1.420000017,1,2.840000033,27.22610474,26.81838989,26.9732399,399.6877747,383.8727417,13.65992641,21.71237755,38.46680832,60.53456879,499.510498,1199.92749,0.172389835,101.1206589,17.49902534,0.709908426,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832517497,0.006852593,299.9683899,300.3761047,191.9883941,-1.246278711,3.54116017,35.01915642,13.30677887,27.02224731,3.583839033,0.500362526,2.195569923,1.38826911,0.320852637,34.71178901,0.894231228,67.78228896,378.8645421,0.018849441,
S32,334,2016,W,12,1,9044.000002,0,10.81681306,0.60424194,341.938638,6.805074976,1.34206229,26.78258705,6,1.420000017,1,2.840000033,27.21385574,26.78258705,26.9749527,399.6541748,383.5259399,13.6761198,21.67323303,38.53816223,60.47021484,499.4992676,1200.24646,0.231565863,101.1223526,17.4605732,0.713782251,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832498779,0.006805075,299.9325871,300.3638557,192.0394293,-1.217741443,3.533710603,34.94490102,13.27166799,26.9982214,3.578785825,0.498236518,2.191648313,1.387137512,0.319454085,34.57763952,0.891565869,67.77163795,378.3841451,0.019373781,
S32,334,2016,W,13,1,9169.500002,0,14.07397104,0.611094839,522.9574043,6.891750351,1.346553558,26.81962776,6,1.420000017,1,2.840000033,27.24047279,26.81962776,26.97667503,600.0565796,578.362793,13.60562706,21.70440674,38.18703842,60.46329498,499.4951782,1199.673828,0.454377472,101.1252899,19.33484077,0.712067544,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832491964,0.00689175,299.9696278,300.3904728,191.9478082,-1.265350628,3.541417981,35.02010214,13.3156954,27.03005028,3.585481517,0.502886599,2.194864424,1.390617093,0.322513449,52.88421912,0.904203055,67.79646756,571.6727012,0.016690766,
