Plant ID,Site,Year,Block,Treatment,E,A,gsw,PhiPS2
75,S08,2012,3,D,0.006108463,10.28650438,0.399215621,0.084093682
75,S08,2012,3,W,0.00919815,13.49670893,0.830744836,0.137916209
75,S08,2012,3,W,0.009207732,13.47275756,0.822802955,0.125892201
75,S08,2012,3,W,0.009231819,13.47669149,0.791168676,0.107396415
75,S08,2012,4,D,0.003501321,7.696181395,0.237183701,0.071365746
75,S08,2012,4,D,0.003494482,7.715586237,0.233191711,0.06880415
75,S08,2012,4,D,0.00349208,7.737275511,0.22722854,0.060791498
75,S08,2012,4,W,0.006406723,9.237075801,0.449256615,0.078349964
75,S08,2012,4,W,0.01026566,13.08263222,0.88500297,0.143060998
75,S08,2012,4,W,0.010246477,13.10275659,0.870955931,0.127861476
75,S08,2012,4,W,0.01024677,13.10646413,0.861648026,0.116863219
76,S08,2012,3,D,0.008106811,15.83018666,0.657370321,0.170361267
76,S08,2012,3,D,0.008111147,15.75382664,0.636062022,0.155118933
76,S08,2012,3,D,0.007889712,16.22485736,0.626210807,0.192057493
76,S08,2012,3,W,0.008199116,14.30399533,0.688312884,0.143977891
76,S08,2012,3,W,0.008200224,14.32621824,0.680277803,0.129202541
76,S08,2012,3,W,0.008398744,14.42116711,0.702572392,0.160123266
76,S08,2012,4,D,0.003884049,12.36911551,0.243045696,0.163420349
76,S08,2012,4,D,0.003882698,12.37050358,0.242601327,0.149836609
76,S08,2012,4,D,0.003881027,12.35332369,0.239570815,0.132457776
76,S08,2012,4,W,0.009919199,12.74605792,0.898975355,0.111892333
76,S08,2012,4,W,0.009920937,12.75689578,0.896929168,0.106851756
76,S08,2012,4,W,0.009922924,12.75979557,0.889754622,0.095548685
77,S08,2012,3,D,0.009362122,16.1022406,0.652588201,0.202340363
77,S08,2012,3,D,0.009366828,16.11922527,0.6431901,0.184960553
77,S08,2012,3,D,0.009386923,16.08902917,0.620062973,0.167141831
77,S08,2012,3,W,0.004184282,9.723545146,0.268355709,0.098853438
77,S08,2012,3,W,0.004172424,9.728588149,0.266509523,0.091022531
77,S08,2012,3,W,0.004162616,9.718455621,0.262486138,0.07963742
77,S08,2012,4,D,0.005969304,12.56729822,0.402666435,0.145367795
77,S08,2012,4,D,0.005951908,12.65150134,0.397148919,0.134138935
77,S08,2012,4,D,0.005943289,12.67711643,0.389409472,0.122604088
78,S08,2012,3,D,0.004487597,9.74228544,0.234601044,0.142235842
78,S08,2012,3,D,0.004487258,9.597698401,0.221838029,0.129234342
78,S08,2012,3,D,0.00456241,9.567543127,0.212549278,0.129667913
78,S08,2012,3,W,0.006404626,13.81860483,0.48525017,0.161065567
78,S08,2012,3,W,0.006405159,13.81237224,0.482660312,0.144714194
78,S08,2012,3,W,0.006410237,13.803663,0.471144338,0.128627342
78,S08,2012,4,D,0.001543794,4.965308366,0.096773371,0.046682035
78,S08,2012,4,D,0.001547669,4.949615281,0.096639836,0.047438311
78,S08,2012,4,D,0.001553221,4.940684918,0.095673214,0.042886553
78,S08,2012,4,W,0.008453552,13.45572241,0.69047242,0.101014881
78,S08,2012,4,W,0.00846246,13.4552308,0.687294322,0.099249098
78,S08,2012,4,W,0.008480919,13.4937758,0.671140223,0.080410169
79,S08,2012,3,D,0.008787965,14.81634188,0.683948571,0.124178409
79,S08,2012,3,D,0.008785735,14.82237561,0.67613593,0.118979866
79,S08,2012,3,D,0.008806087,14.82120357,0.650652555,0.10426857
79,S08,2012,3,W,0.009016197,16.83280299,0.800423929,0.154144542
79,S08,2012,3,W,0.009019178,16.81652371,0.795544441,0.143430655
79,S08,2012,3,W,0.009027158,16.81543743,0.774855834,0.125746052
79,S08,2012,4,D,0.006178731,11.94855386,0.453350938,0.163523935
79,S08,2012,4,D,0.00617399,11.92842109,0.451291724,0.154235024
79,S08,2012,4,D,0.006170932,11.90903344,0.445236649,0.138837727
80,S08,2013,3,D,0.009291739,15.13432435,0.628136512,0.189300286
80,S08,2013,3,D,0.009292197,15.1119592,0.622219984,0.171436999
80,S08,2013,3,D,0.009331902,15.12645681,0.595791933,0.153938411
80,S08,2013,3,W,0.008664497,16.46596044,0.740610497,0.174446457
80,S08,2013,3,W,0.008663579,16.46685939,0.736187972,0.16073911
80,S08,2013,3,W,0.008668238,16.46131573,0.717784818,0.143252618
80,S08,2013,4,D,0.006694977,11.45273505,0.44331578,0.14218947
80,S08,2013,4,D,0.006687636,11.47853759,0.43802256,0.128977151
80,S08,2013,4,D,0.006688432,11.47435599,0.423927419,0.112271415
80,S08,2013,4,W,0.003996682,8.420385258,0.272257873,0.070339169
80,S08,2013,4,W,0.003998773,8.408844655,0.271579014,0.068584092
80,S08,2013,4,W,0.004000671,8.4051517,0.27008665,0.060651484
81,S08,2013,3,D,0.006949834,16.56802954,0.514913781,0.192502871
81,S08,2013,3,D,0.006679806,17.25687557,0.487516383,0.205201942
81,S08,2013,3,D,0.006815634,17.39067687,0.461761978,0.187186313
81,S08,2013,3,W,0.006533627,16.59083496,0.480989715,0.201446913
81,S08,2013,3,W,0.006531349,16.5986571,0.479639688,0.17959879
81,S08,2013,3,W,0.006520513,16.62779525,0.46207813,0.154185502
81,S08,2013,4,D,0.001721619,7.669308657,0.100006824,0.114157715
81,S08,2013,4,D,0.001720481,7.664429177,0.099439865,0.104358487
81,S08,2013,4,D,0.001718763,7.670603588,0.096883577,0.094494133
82,S08,2013,3,D,0.00482489,9.759366897,0.301017345,0.113682359
82,S08,2013,3,D,0.004388967,10.89032661,0.269224422,0.133025369
82,S08,2013,3,D,0.004380908,10.90540843,0.251451504,0.122232794
82,S08,2013,3,W,0.0067358,10.23786057,0.525700045,0.109790848
82,S08,2013,3,W,0.006732581,10.24425556,0.517366893,0.099152451
82,S08,2013,3,W,0.006741237,10.25272106,0.502202217,0.087829955
82,S08,2013,4,D,0.001637455,4.776920146,0.102406327,0.065137076
82,S08,2013,4,D,0.001636897,4.769224044,0.102003721,0.060705945
82,S08,2013,4,D,0.001631859,4.70763159,0.095352559,0.051305084
82,S08,2013,4,W,0.007817364,11.20260669,0.60778621,0.128254073
82,S08,2013,4,W,0.007811944,11.17441327,0.604559495,0.120462399
82,S08,2013,4,W,0.007809763,11.12715004,0.580736882,0.10685493
83,S08,2013,3,D,0.008888238,13.58611173,0.76680351,0.120331429
83,S08,2013,3,D,0.008886897,13.582082,0.759326595,0.112636322
83,S08,2013,3,D,0.008891949,13.57145153,0.741245424,0.097405062
83,S08,2013,3,W,0.006360488,11.54729541,0.497075399,0.113640145
83,S08,2013,3,W,0.006366689,11.54485621,0.494366129,0.110704618
83,S08,2013,3,W,0.006378858,11.5606319,0.482296673,0.097201417
83,S08,2013,4,D,0.003261701,9.700902129,0.213726896,0.119809718
83,S08,2013,4,D,0.003262957,9.71805904,0.207909136,0.10822013
83,S08,2013,4,D,0.003272227,9.737913586,0.201553898,0.096051514
83,S08,2013,4,W,0.007364384,17.24961277,0.555863644,0.201408536
83,S08,2013,4,W,0.007361878,17.26058427,0.553093235,0.183424448
83,S08,2013,4,W,0.007367336,17.29207539,0.535984497,0.161428772
84,S08,2013,3,D,0.006157493,11.32902469,0.447599631,0.130822646
84,S08,2013,3,D,0.00613,11.44884038,0.42948426,0.120328664
84,S08,2013,3,D,0.006141647,11.51839619,0.417322182,0.1090429
84,S08,2013,3,W,0.008693031,15.82213281,0.743993347,0.186201253
84,S08,2013,3,W,0.008689781,15.81479137,0.739216452,0.170812951
84,S08,2013,3,W,0.008687316,15.79946812,0.719691625,0.151508706
84,S08,2013,4,D,0.002522804,8.523719017,0.153260165,0.112851836
84,S08,2013,4,D,0.00251773,8.539060377,0.152275582,0.104586928
84,S08,2013,4,D,0.002513832,8.572009822,0.149801714,0.093637517
85,S08,2014,3,D,0.006155042,9.009884429,0.458955344,0.032948282
85,S08,2014,3,D,0.00629178,8.57379591,0.444729096,0.048832378
85,S08,2014,3,D,0.006329822,8.480496772,0.447321121,0.050631652
85,S08,2014,3,W,0.008334476,9.302142215,0.642560947,0.097006351
85,S08,2014,3,W,0.008326692,9.277982026,0.620973919,0.087192767
85,S08,2014,3,W,0.008461203,9.238172684,0.588204917,0.081339009
85,S08,2014,4,D,0.006537634,13.06667201,0.504982088,0.138730052
85,S08,2014,4,D,0.006532839,13.08230374,0.499927429,0.12641865
85,S08,2014,4,D,0.006531039,13.09134579,0.493041706,0.115566956
85,S08,2014,4,W,0.000985764,5.280867558,0.055041,0.098052934
85,S08,2014,4,W,0.00100916,5.188264086,0.054315804,0.087374861
85,S08,2014,4,W,0.001019964,5.180820054,0.053976627,0.078419691
86,S10,2010,3,D,0.007793486,9.140187887,0.584187907,0.093272767
86,S10,2010,3,D,0.0077927,9.195237998,0.560001427,0.086087216
86,S10,2010,3,D,0.008232593,9.967491983,0.606930684,0.104291284
86,S10,2010,3,W,0.005326682,12.46924732,0.357598855,0.162523837
86,S10,2010,3,W,0.005321778,12.45663096,0.355371122,0.144373184
86,S10,2010,3,W,0.005319801,12.45782949,0.35011385,0.12812951
86,S10,2010,4,D,0.000269669,1.889405212,0.016443499,0.013345219
86,S10,2010,4,D,0.000273103,1.899750517,0.016595601,0.01826102
86,S10,2010,4,D,0.000277468,1.90015763,0.016665476,0.013022645
87,S10,2010,3,D,0.006271885,10.12115046,0.411322931,0.132214172
87,S10,2010,3,D,0.006420544,10.42905889,0.419067377,0.13819214
87,S10,2010,3,D,0.006422924,10.52583679,0.416767038,0.141914707
87,S10,2010,3,W,0.009583359,13.52160415,0.875481842,0.150885548
87,S10,2010,3,W,0.009578977,13.51658383,0.868321992,0.136494543
87,S10,2010,3,W,0.009577484,13.52071589,0.852495553,0.118120756
87,S10,2010,4,D,0.004241624,9.555484381,0.281650376,0.11285795
87,S10,2010,4,D,0.004239565,9.553734563,0.280798234,0.101101576
87,S10,2010,4,D,0.004236372,9.54694624,0.275758654,0.088495821
87,S10,2010,4,W,0.006739908,9.425452685,0.506962862,0.100269907
87,S10,2010,4,W,0.006737987,9.429832563,0.504201958,0.092010711
87,S10,2010,4,W,0.006737944,9.423441838,0.500517477,0.08318131
88,S10,2011,3,D,0.008383656,13.18491327,0.670759318,0.146113775
88,S10,2011,3,D,0.008473363,14.26369755,0.660282796,0.154523062
88,S10,2011,3,D,0.008423523,14.27435645,0.634223409,0.138241622
88,S10,2011,3,W,0.009219149,13.31929097,0.793573104,0.119787123
88,S10,2011,3,W,0.009219676,13.31469622,0.792516446,0.113671998
88,S10,2011,3,W,0.009226402,13.28344385,0.770888067,0.096243221
88,S10,2011,4,D,0.006141098,9.902174188,0.417014139,0.112049514
88,S10,2011,4,D,0.00613032,9.917935585,0.4153805,0.103427101
88,S10,2011,4,D,0.006109694,9.916199092,0.407739214,0.092940626
89,S10,2011,3,D,0.008551859,15.92063264,0.677071913,0.182451348
89,S10,2011,3,D,0.008552674,15.95167182,0.671874637,0.162430695
89,S10,2011,3,D,0.00867314,16.59133919,0.682687679,0.196452954
89,S10,2011,3,W,0.007276066,12.07467024,0.51712463,0.169590904
89,S10,2011,3,W,0.005311574,8.74808674,0.3686079,0.115492099
89,S10,2011,3,W,0.005311703,8.61584749,0.349873202,0.106796493
89,S10,2011,4,D,0.000871281,5.34997776,0.046947236,0.104308908
89,S10,2011,4,D,0.000875797,5.304731828,0.04678937,0.088119135
89,S10,2011,4,D,0.000896248,5.172737731,0.043111371,0.097081216
89,S10,2011,4,D,0.000912217,5.176067999,0.043311194,0.089994769
89,S10,2011,4,W,0.00596042,9.873654313,0.400995633,0.097445235
89,S10,2011,4,W,0.00595898,9.875593399,0.399413982,0.091476423
89,S10,2011,4,W,0.005957375,9.883756685,0.387942953,0.081716608
90,S10,2012,3,D,0.007555453,14.76284145,0.61507463,0.170010242
90,S10,2012,3,D,0.007553099,14.78592507,0.611038653,0.153030947
90,S10,2012,3,D,0.007553936,14.83495279,0.582549736,0.136229591
90,S10,2012,3,W,0.007543454,15.34326302,0.590253559,0.190268455
90,S10,2012,3,W,0.007543012,15.3492581,0.586999295,0.171880203
90,S10,2012,3,W,0.007541499,15.33676087,0.576926649,0.15234941
90,S10,2012,4,D,0.00103711,4.653032002,0.056469835,0.100416922
90,S10,2012,4,D,0.001033331,4.632435967,0.056021756,0.088630569
90,S10,2012,4,D,0.001023652,4.612918283,0.054741802,0.079575489
91,S10,2012,3,D,0.00769878,12.27826225,0.553040254,0.141548372
91,S10,2012,3,D,0.007698107,12.23417442,0.545203985,0.12779052
91,S10,2012,3,D,0.007712097,12.22545929,0.529935688,0.11403102
91,S10,2012,3,W,0.001936582,6.461006838,0.116115809,0.09220528
91,S10,2012,3,W,0.001915304,6.452517879,0.10831327,0.084874116
91,S10,2012,3,W,0.001924393,6.520649126,0.104177745,0.077192772
91,S10,2012,4,D,0.00140607,5.284847574,0.082990411,0.072597963
91,S10,2012,4,D,0.001395945,5.294460152,0.081721131,0.06584042
91,S10,2012,4,D,0.00139303,5.294888031,0.080994089,0.060680119
91,S10,2012,4,W,0.00826789,9.68808789,0.672261278,0.109426978
91,S10,2012,4,W,0.008266919,9.66918512,0.670755849,0.102614396
91,S10,2012,4,W,0.008265283,9.621088174,0.660377672,0.092245247
92,S10,2012,3,D,0.008602897,12.3278106,0.567128421,0.154895282
92,S10,2012,3,D,0.008587799,12.29066617,0.561649296,0.139117432
92,S10,2012,3,D,0.00859078,12.2326271,0.549808107,0.124386741
92,S10,2012,3,W,0.004263175,9.840356726,0.288849788,0.130895156
92,S10,2012,3,W,0.004261741,9.85852777,0.287242139,0.119521851
92,S10,2012,3,W,0.004261431,9.85260509,0.280265254,0.106525441
92,S10,2012,4,D,0.008682724,13.85842434,0.701606413,0.149411661
92,S10,2012,4,D,0.008670369,13.83062552,0.687312408,0.134890988
92,S10,2012,4,D,0.008672668,13.86288406,0.678300568,0.121045162
93,S10,2013,3,D,0.009416286,15.02048154,0.70364536,0.184067881
93,S10,2013,3,D,0.009508973,14.9261299,0.666898535,0.168599123
93,S10,2013,3,D,0.00975831,14.63265035,0.724152416,0.194954512
93,S10,2013,3,W,0.008916638,18.37334322,0.743304611,0.211516176
93,S10,2013,3,W,0.008827528,18.40823534,0.713775825,0.188032258
93,S10,2013,3,W,0.008793308,18.44230149,0.692803765,0.168397024
93,S10,2013,4,D,0.005890741,7.671396773,0.395161134,0.103024594
93,S10,2013,4,D,0.00586283,7.556137577,0.362027412,0.09509635
93,S10,2013,4,D,0.00585794,7.608095447,0.357937722,0.092374682
93,S10,2013,4,W,0.00906832,5.531825586,0.702674868,0.057753047
93,S10,2013,4,W,0.009061934,5.56844695,0.695415756,0.053218527
93,S10,2013,4,W,0.009061857,5.607051115,0.685016243,0.047808164
94,S10,2013,3,D,0.004429982,9.99382363,0.296326304,0.137296651
94,S10,2013,3,D,0.004428223,10.00538927,0.29387828,0.121683796
94,S10,2013,3,D,0.004435388,9.995093518,0.281442608,0.109567067
94,S10,2013,3,W,0.006032057,9.856092557,0.444242151,0.120047135
94,S10,2013,3,W,0.006023084,9.869929399,0.436759531,0.109001074
94,S10,2013,3,W,0.006054581,10.03193453,0.400482228,0.099982186
94,S10,2013,4,D,0.004453249,11.91398725,0.29494406,0.151329854
94,S10,2013,4,D,0.004452038,11.91380622,0.294156575,0.139083627
94,S10,2013,4,D,0.004451085,11.91240555,0.288911525,0.122287081
95,S10,2013,3,D,0.009186185,14.04326283,0.730188981,0.128741001
95,S10,2013,3,D,0.009233458,13.9619793,0.699248467,0.113707441
95,S10,2013,3,D,0.009280475,13.95315877,0.687967103,0.10425658
95,S10,2013,3,W,0.005587759,15.86919358,0.357445319,0.20343851
95,S10,2013,3,W,0.005579606,15.87140608,0.356174045,0.185348283
95,S10,2013,3,W,0.005537756,15.86074666,0.339473767,0.163929053
95,S10,2013,4,D,0.002749748,8.191866961,0.167444132,0.091267882
95,S10,2013,4,D,0.002748694,8.199245391,0.16676468,0.086080336
95,S10,2013,4,D,0.00274913,8.224736928,0.163720347,0.075457799
95,S10,2013,4,W,0.005160228,11.79424297,0.318818931,0.117633103
95,S10,2013,4,W,0.005159061,11.78849061,0.315945642,0.111734711
95,S10,2013,4,W,0.005166115,11.81095862,0.298481365,0.100119709
96,S10,2013,3,D,0.007777054,12.43259667,0.570173607,0.126226648
96,S10,2013,3,D,0.007780873,12.41995598,0.564824938,0.115261264
96,S10,2013,3,D,0.007799415,12.42530442,0.552272541,0.098875275
96,S10,2013,3,W,0.003627729,10.57136754,0.24067861,0.124693974
96,S10,2013,3,W,0.003624269,10.57771256,0.23909148,0.116520865
96,S10,2013,3,W,0.003621786,10.58428643,0.235026597,0.101921902
96,S10,2013,4,D,0.003278983,10.86746218,0.210632775,0.158792496
96,S10,2013,4,D,0.003281904,10.86160789,0.205591188,0.141602414
96,S10,2013,4,D,0.003297332,10.88704861,0.19542388,0.127032312
96,S10,2013,4,W,0.008566192,9.99342965,0.592120237,0.109345716
96,S10,2013,4,W,0.00855349,9.98368601,0.586363846,0.099094182
96,S10,2013,4,W,0.008549306,9.995061429,0.55651389,0.090559185
97,S10,2013,3,D,0.008616738,16.97317624,0.560840511,0.203809233
97,S10,2013,3,D,0.008622644,16.99276774,0.543652561,0.180650858
97,S10,2013,3,D,0.008850106,17.53570864,0.574861251,0.227204036
97,S10,2013,3,W,0.008413543,11.26035239,0.67707116,0.144472475
97,S10,2013,3,W,0.008410749,11.24659609,0.673207272,0.130730975
97,S10,2013,3,W,0.008411629,11.23065597,0.655831866,0.116046687
97,S10,2013,4,D,0.003627039,9.884975588,0.242318223,0.122120985
97,S10,2013,4,D,0.003629051,9.887306652,0.240378363,0.106676223
97,S10,2013,4,D,0.003631978,9.881702452,0.237172222,0.094429095
97,S10,2013,4,W,0.007351204,13.26619267,0.556296879,0.152360853
97,S10,2013,4,W,0.007342791,13.22916505,0.551263794,0.139291533
97,S10,2013,4,W,0.007343655,13.22830319,0.527401582,0.123720236
98,S10,2014,3,D,0.00843885,15.66677527,0.572696634,0.189161973
98,S10,2014,3,D,0.006820322,13.71953762,0.41865176,0.196928353
98,S10,2014,3,D,0.005405729,12.02595841,0.317114947,0.180857368
98,S10,2014,3,W,0.007382579,10.14780294,0.532071662,0.107407474
98,S10,2014,3,W,0.007372651,10.18000545,0.529162577,0.095620904
98,S10,2014,3,W,0.00735803,10.26143109,0.509315501,0.081770935
98,S10,2014,4,D,0.006575934,11.974743,0.460216215,0.123722656
98,S10,2014,4,D,0.006568995,11.97546043,0.456104383,0.114937946
98,S10,2014,4,D,0.006565947,11.97305513,0.446584645,0.10235077
99,S10,2014,3,W,0.007941788,2.924921946,0.590590565,0.053122031
99,S10,2014,3,W,0.007918682,2.974647237,0.577494743,0.048692688
99,S10,2014,3,W,0.007904274,3.026100138,0.551662964,0.046044892
99,S10,2014,4,D,0.005162546,8.073676379,0.361822932,0.071256798
99,S10,2014,4,D,0.005156492,8.069938021,0.359705201,0.064281785
99,S10,2014,4,D,0.0051543,8.060781345,0.357024997,0.058495128
99,S10,2014,4,W,0.008471822,10.6572119,0.75166281,0.105336936
99,S10,2014,4,W,0.008480095,10.62818739,0.741656705,0.09736873
99,S10,2014,4,W,0.008505811,10.68389089,0.715664845,0.083889368
100,S10,2014,3,D,0.007374898,16.76225468,0.540418468,0.185253598
100,S10,2014,3,D,0.007363356,16.76839115,0.53164707,0.170712476
100,S10,2014,3,D,0.007391153,16.7882518,0.506681566,0.152127262
100,S10,2014,3,W,0.005748917,10.31607301,0.396275256,0.124055651
100,S10,2014,3,W,0.005744165,10.30682377,0.39210075,0.113163341
100,S10,2014,3,W,0.00574385,10.28645232,0.383203934,0.101091017
100,S10,2014,4,D,0.003297689,9.640137164,0.208895984,0.120960946
100,S10,2014,4,D,0.00329576,9.65030418,0.208337108,0.111567069
100,S10,2014,4,D,0.003292415,9.667294591,0.204784681,0.097429963
100,S10,2014,4,W,0.006615498,11.72751272,0.528172131,0.101368613
100,S10,2014,4,W,0.00661683,11.72608051,0.526570791,0.098642588
100,S10,2014,4,W,0.006620108,11.73441028,0.51524133,0.082153987
101,S10,2014,3,D,0.009030072,16.38657088,0.833448563,0.187420073
101,S10,2014,3,D,0.009022985,16.37853696,0.822517651,0.166622084
101,S10,2014,3,D,0.009024624,16.39212607,0.799964168,0.149112377
101,S10,2014,3,W,0.006684514,14.55651669,0.537967865,0.182475684
101,S10,2014,3,W,0.006685404,14.55861654,0.536447593,0.161102273
101,S10,2014,3,W,0.006688652,14.56635909,0.527374134,0.138718172
101,S10,2014,4,D,0.003306507,7.491215914,0.21007195,0.083252488
101,S10,2014,4,D,0.003296476,7.492014242,0.207585444,0.07740529
101,S10,2014,4,D,0.003291967,7.477827105,0.204323772,0.068297727
101,S10,2014,4,W,0.00784022,13.65907176,0.617479987,0.055794333
101,S10,2014,4,W,0.007850522,13.63908685,0.615228922,0.05889028
101,S10,2014,4,W,0.007872356,13.59930187,0.602307791,0.043293068
102,S10,2014,3,D,0.002666865,6.375887304,0.164181474,0.133061579
102,S10,2014,3,D,0.002341469,4.351830183,0.143519317,0.107349994
102,S10,2014,3,D,0.002309816,4.414101291,0.138615593,0.096992133
102,S10,2014,3,W,0.008330108,14.25813244,0.67479779,0.147310975
102,S10,2014,3,W,0.008322906,14.27065845,0.671121717,0.139548164
102,S10,2014,3,W,0.008317666,14.27916248,0.655676873,0.123886568
102,S10,2014,4,D,0.005194817,11.78476094,0.371371498,0.12200666
102,S10,2014,4,D,0.005196095,11.77298994,0.370647764,0.110360395
102,S10,2014,4,D,0.005198311,11.74353357,0.364869643,0.096223534
102,S10,2014,4,W,0.0058019,7.683411753,0.38285647,0.071428492
102,S10,2014,4,W,0.005801721,7.694826988,0.381497078,0.068652458
102,S10,2014,4,W,0.005804531,7.736111756,0.371352854,0.058474633
103,S10,2014,3,D,0.008736426,17.79485576,0.674180369,0.197130911
103,S10,2014,3,D,0.008714615,17.79185383,0.665006023,0.18177291
103,S10,2014,3,D,0.008704548,17.80185873,0.637878452,0.159660772
103,S10,2014,3,W,0.004292042,5.46204458,0.287466809,0.080087244
103,S10,2014,3,W,0.004282022,5.459852863,0.284183781,0.0725653
103,S10,2014,3,W,0.004275539,5.467159105,0.277787307,0.066595943
103,S10,2014,4,D,0.003081657,10.78349979,0.184126295,0.150280203
103,S10,2014,4,D,0.003081089,10.77983539,0.182842424,0.133479544
103,S10,2014,4,D,0.00308114,10.76820423,0.181296097,0.118778195
104,S10,2014,3,D,0.007661217,19.75337459,0.642593638,0.204432266
104,S10,2014,3,D,0.007667475,19.74244752,0.633388536,0.190155804
104,S10,2014,3,D,0.007681858,19.74688888,0.619339696,0.171466298
104,S10,2014,3,W,0.008194041,16.83441195,0.662489987,0.201901493
104,S10,2014,3,W,0.008192701,16.98461023,0.65414544,0.212767544
104,S10,2014,3,W,0.00819025,16.99517499,0.651601339,0.194636784
104,S10,2014,4,D,0.00593396,12.18883918,0.401818939,0.139806461
104,S10,2014,4,D,0.005974593,12.21144333,0.378776756,0.127905044
104,S10,2014,4,D,0.005978656,12.21290559,0.378160165,0.126501703
104,S10,2014,4,W,0.008447546,2.069319063,0.560578731,0.045237814
104,S10,2014,4,W,0.008430903,2.047168547,0.556651219,0.041171943
104,S10,2014,4,W,0.008415217,2.028805359,0.547599519,0.037492602
105,S10,2014,3,D,0.008860744,14.88820418,0.666291309,0.156670167
105,S10,2014,3,D,0.008861077,14.90098722,0.662670996,0.140509258
105,S10,2014,3,D,0.00935445,15.92567241,0.706176979,0.176343294
105,S10,2014,3,W,0.008102795,18.76724437,0.690117503,0.168330317
105,S10,2014,3,W,0.008112479,18.75024096,0.687507407,0.161823152
105,S10,2014,3,W,0.008309867,18.7434493,0.632650642,0.139664177
105,S10,2014,4,D,0.005071509,8.23302353,0.354053015,0.104453669
105,S10,2014,4,D,0.005061383,8.227427437,0.350026182,0.095209737
105,S10,2014,4,D,0.005055808,8.229525489,0.344518547,0.088014171
105,S10,2014,4,W,0.003262327,7.758841222,0.197134019,0.092324879
105,S10,2014,4,W,0.00325992,7.691697302,0.1934887,0.085734882
105,S10,2014,4,W,0.003264398,7.694475652,0.188533283,0.076281944
106,S10,2015,3,D,0.00866287,12.96422728,0.554231279,0.159287102
106,S10,2015,3,D,0.008645968,12.91123878,0.54159184,0.141644475
106,S10,2015,3,D,0.008652604,12.93716283,0.51642683,0.128404226
106,S10,2015,3,W,0.007611371,11.55588113,0.622760913,0.120898286
106,S10,2015,3,W,0.007610447,11.54862213,0.621035763,0.112232183
106,S10,2015,3,W,0.007609518,11.54758953,0.609993032,0.098800903
106,S10,2015,4,D,0.002039043,6.511752496,0.118261429,0.095907743
106,S10,2015,4,D,0.002024726,6.508913414,0.116466913,0.083773688
106,S10,2015,4,D,0.002012599,6.502355544,0.113518315,0.075059582
106,S10,2015,4,W,0.0085153,12.16958165,0.667122116,0.093547502
106,S10,2015,4,W,0.008516603,12.179999,0.663736931,0.091647585
106,S10,2015,4,W,0.008520759,12.18694055,0.653000427,0.080307494
107,S10,2015,3,D,0.006805152,12.82635721,0.457004622,0.142635736
107,S10,2015,3,D,0.006828859,13.13963564,0.449785531,0.147824678
107,S10,2015,3,D,0.006722328,13.14896387,0.418733232,0.137217359
107,S10,2015,3,W,0.003867053,13.31173716,0.258386341,0.180586543
107,S10,2015,3,W,0.003864422,13.31121169,0.257574197,0.165471472
107,S10,2015,3,W,0.003860318,13.30476093,0.253016008,0.144705515
107,S10,2015,4,D,0.002938749,7.763091154,0.183091696,0.104791059
107,S10,2015,4,D,0.002936552,7.763931743,0.182531442,0.095377597
107,S10,2015,4,D,0.002931365,7.755768027,0.176675646,0.082333348
107,S10,2015,4,W,0.008928585,6.237414094,0.649034132,0.08180409
107,S10,2015,4,W,0.00892303,6.222452683,0.647282353,0.075802558
107,S10,2015,4,W,0.008905432,6.177079101,0.625763792,0.06528221
108,S10,2015,3,D,0.007730723,10.69303534,0.462291766,0.140871891
108,S10,2015,3,D,0.007813604,7.595934046,0.455560575,0.114336173
108,S10,2015,3,D,0.007933062,7.530118065,0.430460158,0.103458101
108,S10,2015,3,W,0.004523405,9.191218124,0.324455449,0.098998179
108,S10,2015,3,W,0.004530323,9.189677246,0.320366355,0.090671448
108,S10,2015,3,W,0.004681382,9.394816525,0.294953101,0.087015456
108,S10,2015,4,D,0.002796458,9.390342168,0.170982916,0.123687527
108,S10,2015,4,D,0.002788383,9.407464189,0.169087902,0.114483099
108,S10,2015,4,D,0.002779351,9.42419073,0.164194744,0.103736336
108,S10,2015,4,W,0.008993798,11.7239881,0.71223519,0.092063895
108,S10,2015,4,W,0.008996881,11.71206947,0.710874419,0.091899996
108,S10,2015,4,W,0.009010707,11.73619285,0.693232563,0.078932808
109,S10,2015,3,D,0.008333556,11.98162302,0.600556444,0.123996595
109,S10,2015,3,D,0.008329625,12.03066858,0.588319015,0.111523664
109,S10,2015,3,D,0.008706051,12.85709478,0.622861817,0.13576813
109,S10,2015,3,W,0.005987833,12.39474865,0.428377281,0.135932023
109,S10,2015,3,W,0.005985688,12.37986995,0.425766284,0.128374523
109,S10,2015,3,W,0.005995984,12.4047187,0.4011124,0.111040108
109,S10,2015,4,D,0.007010516,14.13091208,0.551153325,0.132158135
109,S10,2015,4,D,0.007004097,14.11531485,0.54720029,0.127301591
109,S10,2015,4,D,0.007000388,14.10195833,0.542352154,0.114384892
110,S10,2015,3,D,0.008712827,15.45661998,0.686276438,0.16275691
110,S10,2015,3,D,0.008637868,15.38090485,0.633907131,0.148889234
110,S10,2015,3,D,0.008895722,15.52212513,0.660159916,0.16861559
110,S10,2015,3,W,0.009206033,12.14899677,0.810173496,0.121583767
110,S10,2015,3,W,0.009207292,12.16089887,0.805045508,0.111891268
110,S10,2015,3,W,0.009208819,12.15916149,0.791707124,0.09943985
110,S10,2015,4,D,0.002290649,6.548071785,0.136739973,0.091071635
